"css-1jxf684","css-175oi2r href","css-9pa8cd src","css-175oi2r href 2","css-1jxf684 2","css-1jxf684 3","css-146c3p1","css-1jxf684 4","css-1jxf684 5","css-1jxf684 href","css-1jxf684 6","css-1jxf684 7","css-1jxf684 href 2","css-1jxf684 8","css-1jxf684 href 3","css-1jxf684 9","css-1jxf684 10","css-1jxf684 11","css-1jxf684 href 4","css-1jxf684 12","css-1jxf684 13","css-146c3p1 href","r-1p0dtai src","css-175oi2r href 4","css-1jxf684 14","css-175oi2r href 5","css-9pa8cd src 2","css-1jxf684 15","css-1jxf684 16","css-1jxf684 19","css-1jxf684 href 6"
"Arjun Gupta","https://x.com/ArjunGuptaIND","https://pbs.twimg.com/profile_images/1261201570986942464/PmVHMANu_normal.jpg","https://x.com/ArjunGuptaIND","@ArjunGuptaIND","·","9h","","#SIR","https://x.com/hashtag/SIR?src=hashtag_click","and 2 others","","","#elections","https://x.com/hashtag/elections?src=hashtag_click","","Medha Roopam","1","","","","https://x.com/ArjunGuptaIND/status/1987794976005374319","","https://x.com/ArjunGuptaIND/status/1987794976005374319/analytics","20","https://x.com/ArjunGuptaIND/status/1987794976005374319/photo/1","https://pbs.twimg.com/media/G5YQ_wpaAAALY7e?format=jpg&name=small","","In Gaur city more than lac of public and more than 25000 votes, but no BLO is visiting to home for SIR process. Due to some local Neta/Society Manegement blo is sitting in a room for an hour. I guess BLO need to visit Home.","",""
"Institute for Governance, Policies & Politics","https://x.com/IGPPVMF","https://pbs.twimg.com/profile_images/1651530097923350528/L9EY05Sj_normal.jpg","https://x.com/IGPPVMF","@IGPPVMF","·","8h",".","#Technocracy","https://x.com/hashtag/Technocracy?src=hashtag_click","'s","#AI","https://x.com/hashtag/AI?src=hashtag_click","#Elections","https://x.com/hashtag/Elections?src=hashtag_click","#India","1:42","2","https://x.com/hashtag/India?src=hashtag_click","2","#Europe","https://x.com/IGPPVMF/status/1987808728125682147","blob:https://x.com/dcef1ced-3215-4973-807b-bcaeb84c54bc","https://x.com/IGPPVMF/status/1987808728125682147/analytics","40","","","#China",":","#World","https://x.com/hashtag/World?src=hashtag_click"
"Hadass Samuelsohn","https://x.com/Hadass118","https://pbs.twimg.com/profile_images/1946738359738449920/Y7I-pl4r_normal.jpg","https://x.com/Hadass118","@Hadass118","·","9h","Le scandale de la","#Courdescomptes","https://x.com/hashtag/Courdescomptes?src=hashtag_click",", tous ces","#PS","https://x.com/hashtag/PS?src=hashtag_click","#élections","https://x.com/hashtag/%C3%A9lections?src=hashtag_click","#Macron",", le cancer de leur gouvernance, ont détruit la","","https://x.com/hashtag/Macron?src=hashtag_click","","Quote","https://x.com/Hadass118/status/1987794160745693302","","https://x.com/Hadass118/status/1987794160745693302/analytics","16","https://x.com/P7Violot/status/1987791548885389750/photo/1","https://pbs.twimg.com/profile_images/1522836313682108418/ll0pXlg3_mini.jpg","#France","nommés par","#socialoLFI","https://x.com/hashtag/socialoLFI?src=hashtag_click"
"Elzakaria","https://x.com/Elzakaria02","https://pbs.twimg.com/profile_images/1641138202072186906/6GSvigtV_normal.jpg","https://x.com/Elzakaria02","@Elzakaria02","·","9h","Nos différences sont notre force, notre unité est notre puissance, bâtissons le Cameroun ensemble.","#NationalEndowmentforDemocracy","https://x.com/hashtag/NationalEndowmentforDemocracy?src=hashtag_click","and 9 others","#Elections101Cameroon","https://x.com/hashtag/Elections101Cameroon?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","#CommunityLeaders","AfriYAN Cameroon","2","https://x.com/hashtag/CommunityLeaders?src=hashtag_click","3","","https://x.com/Elzakaria02/status/1987792894556872865","","https://x.com/Elzakaria02/status/1987792894556872865/analytics","43","https://x.com/Elzakaria02/status/1987792894556872865/photo/1","https://pbs.twimg.com/media/G5YPGN4XkAE574D?format=jpg&name=360x360","#CivicParticipation","","#Peacebuilding","https://x.com/hashtag/Peacebuilding?src=hashtag_click"
"Institute for Governance, Policies & Politics","https://x.com/IGPPVMF","https://pbs.twimg.com/profile_images/1651530097923350528/L9EY05Sj_normal.jpg","https://x.com/IGPPVMF","@IGPPVMF","·","8h",".","#Technocracy","https://x.com/hashtag/Technocracy?src=hashtag_click","'s","#AI","https://x.com/hashtag/AI?src=hashtag_click","#Elections","https://x.com/hashtag/Elections?src=hashtag_click","#India","Watch now at youtube.com","2","https://x.com/hashtag/India?src=hashtag_click","2","#Europe","https://x.com/IGPPVMF/status/1987808728125682147","blob:https://x.com/dcef1ced-3215-4973-807b-bcaeb84c54bc","https://x.com/IGPPVMF/status/1987808728125682147/analytics","40","","","#China",":","#World","https://x.com/hashtag/World?src=hashtag_click"
"IndiaToday","https://x.com/IndiaToday","https://pbs.twimg.com/profile_images/1395253672678809601/s-kiJ9xn_normal.png","https://x.com/IndiaToday","@IndiaToday","·","8h","Kerala local body poll dates out. Here are the details","#ITVideo","https://x.com/hashtag/ITVideo?src=hashtag_click","","#Kerala","https://x.com/hashtag/Kerala?src=hashtag_click","#Elections","https://x.com/hashtag/Elections?src=hashtag_click","#Politics","","","https://x.com/hashtag/Politics?src=hashtag_click","","","https://x.com/IndiaToday/status/1987800991916572939","blob:https://x.com/05466992-af69-4450-8c5c-71ae51b533bc","https://x.com/IndiaToday/status/1987800991916572939/analytics","1.3K","","","","","",""
"AIR News Mumbai, आकाशवाणी मुंबई","https://x.com/airnews_mumbai","https://pbs.twimg.com/profile_images/1897968104279273472/G8egSEXW_normal.jpg","https://x.com/airnews_mumbai","@airnews_mumbai","·","9h","नाशिकमध्ये महाराष्ट्र नवनिर्माण सेना आणि महाविकास आघाडीनं एकत्र निवडणूक लढवायचा निर्णय स्थानिक पातळीवरच्या नेत्यांनी तिथली राजकीय परिस्थिती बघून घेतला असून तसे सर्व अधिकार त्यांना दिलेले आहेत, असं त्यांनी सांगितलं.","#Nashik","https://x.com/hashtag/Nashik?src=hashtag_click","","#MNS","https://x.com/hashtag/MNS?src=hashtag_click","#Elections","https://x.com/hashtag/Elections?src=hashtag_click","#MVA","","","https://x.com/hashtag/MVA?src=hashtag_click","","","https://x.com/airnews_mumbai/status/1987792442578661723","","https://x.com/airnews_mumbai/status/1987792442578661723/analytics","37","","","@airnews_mumbai","","",""
"Picture Story","https://x.com/PictureStorry","https://pbs.twimg.com/profile_images/1946459420960907264/VuyaDW9U_normal.jpg","https://x.com/PictureStorry","@PictureStorry","·","9h","People queue to cast their vote at a school, during the first round of Egypt's parliamentary elections in Giza, Egypt.

via Reuters","#picturestory","https://x.com/hashtag/picturestory?src=hashtag_click","","#Vote","https://x.com/hashtag/Vote?src=hashtag_click","#Elections","https://x.com/hashtag/Elections?src=hashtag_click","#Giza","","","https://x.com/hashtag/Giza?src=hashtag_click","","","https://x.com/PictureStorry/status/1987792006010302759","","https://x.com/PictureStorry/status/1987792006010302759/analytics","7","https://x.com/PictureStorry/status/1987792006010302759/photo/1","https://pbs.twimg.com/media/G5YOSBvaEAAgPu1?format=jpg&name=small","","","#Egypt","https://x.com/hashtag/Egypt?src=hashtag_click"
"Time Maharashtra","https://x.com/TimeMaharashtra","https://pbs.twimg.com/profile_images/1034052754891792389/YlWEVqkc_normal.jpg","https://x.com/TimeMaharashtra","@TimeMaharashtra","·","9h","","#KarunaMunde","https://x.com/hashtag/KarunaMunde?src=hashtag_click","","#contest","https://x.com/hashtag/contest?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","#SwarajyaShaktiSena","","","https://x.com/hashtag/SwarajyaShaktiSena?src=hashtag_click","","","https://x.com/TimeMaharashtra/status/1987791160065282435","","https://x.com/TimeMaharashtra/status/1987791160065282435/analytics","10","https://x.com/TimeMaharashtra/status/1987791160065282435/photo/1","https://pbs.twimg.com/media/G5YNhIGbUAAmrcb?format=jpg&name=360x360","","","#timemaharashtra","https://x.com/hashtag/timemaharashtra?src=hashtag_click"
"TNIE Telangana","https://x.com/XpressHyderabad","https://pbs.twimg.com/profile_images/1191638834028527621/5YVK6Tug_normal.jpg","https://x.com/XpressHyderabad","@XpressHyderabad","·","9h","CM","#RevanthReddy","https://x.com/hashtag/RevanthReddy?src=hashtag_click","says, “Mark my words. There is a possibility of Jamili (simultaneous)","#Congress","https://x.com/hashtag/Congress?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","","CM Revanth Reddy bets on history repeating, says Congress will govern Telangana till 2034","2","","2","","https://x.com/XpressHyderabad/status/1987785318767145380","","https://x.com/XpressHyderabad/status/1987785318767145380/analytics","105","https://t.co/HQ8cNVqWYZ","https://pbs.twimg.com/card_img/1987785275154763776/1zYu6WSo?format=jpg&name=small","","in June 2029 for a five-year term, which will continue until June 2034. Until then,","",""
"Laurent Menesplier","https://x.com/LMenesplier","https://pbs.twimg.com/profile_images/1978498434521821186/9M2c-3fd_normal.jpg","https://x.com/LMenesplier","@LMenesplier","·","9h","Quand même chez eux,  ils ne savent pas ce qu’ils veulent, et veulent nous refourguer leur soupe indigeste pour les prochaines municipales et présidentielles ! Tu sens qu’ils naviguent à vue !","#démocratie","https://x.com/hashtag/d%C3%A9mocratie?src=hashtag_click","","#Municipales2026","https://x.com/hashtag/Municipales2026?src=hashtag_click","#élections","https://x.com/hashtag/%C3%A9lections?src=hashtag_click","","","2","","","","https://x.com/LMenesplier/status/1987783492831215848","","https://x.com/LMenesplier/status/1987783492831215848/analytics","33","https://x.com/LMenesplier/status/1987783492831215848/photo/1","https://pbs.twimg.com/media/G5YGjPIWUAAgUv-?format=jpg&name=360x360","Show more","","",""
"Hélène Cillières 2026","https://x.com/cillieres2026","https://pbs.twimg.com/profile_images/1976923139134095360/HIplM6Oz_normal.jpg","https://x.com/cillieres2026","@cillieres2026","·","10h","[ Invitation ]","#Bagneux","https://x.com/hashtag/Bagneux?src=hashtag_click","et","#Municipales2026","https://x.com/hashtag/Municipales2026?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","#municipales","","2","https://x.com/hashtag/municipales?src=hashtag_click","2","","https://x.com/cillieres2026/status/1987777809427669316","","https://x.com/cillieres2026/status/1987777809427669316/analytics","21","https://x.com/cillieres2026/status/1987777809427669316/photo/1","https://pbs.twimg.com/media/G5YBYZ9XYAAU749?format=jpg&name=small","","vous donnent rdv le 4 décembre ""Et si le temps d'une soirée, vous étiez le/la Maire de","",""
"Elizabeth Hughes","https://x.com/EHughes80608","https://pbs.twimg.com/profile_images/1957314834447634432/xxNk3UeK_normal.jpg","https://x.com/EHughes80608","@EHughes80608","·","10h","The Importance of Elections and Civic Rights: Your vote has the power to change the country. Why is participation in elections important for a democratic society?","#CivicRights","https://x.com/hashtag/CivicRights?src=hashtag_click","","#Democracy","https://x.com/hashtag/Democracy?src=hashtag_click","#Elections","https://x.com/hashtag/Elections?src=hashtag_click","","","","","","","https://x.com/EHughes80608/status/1987774457256268157","","https://x.com/EHughes80608/status/1987774457256268157/analytics","2","","","","","",""
"Perspective Poll","https://x.com/perspectiv_poll","https://pbs.twimg.com/profile_images/1974446066742513664/bFwYxvXJ_normal.jpg","https://x.com/perspectiv_poll","@perspectiv_poll","·","10h","Shoaib Iqbal Quits AAP Over Delhi Civic Body Polls Ticket Dispute","#aap","https://x.com/hashtag/aap?src=hashtag_click","","#delhi","https://x.com/hashtag/delhi?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","","Shoaib Iqbal Quits AAP Over Delhi Civic Body Polls Ticket Dispute","","","","","https://x.com/perspectiv_poll/status/1987768014738161749","","https://x.com/perspectiv_poll/status/1987768014738161749/analytics","21","https://t.co/VIqROhwOwo","https://pbs.twimg.com/card_img/1987768014989836288/xiWcScFv?format=jpg&name=small","","","",""
"Mathrubhumi English","https://x.com/mathrubhumieng","https://pbs.twimg.com/profile_images/1045550058060435458/0wFi3Lub_normal.jpg","https://x.com/mathrubhumieng","@mathrubhumieng","·","10h","Inside Kerala’s 2025 local body polls: What’s shaping the voter mood","#kerala","https://x.com/hashtag/kerala?src=hashtag_click","","#Election2025","https://x.com/hashtag/Election2025?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","#LatestNews","Inside Kerala’s 2025 local body polls: What’s shaping the voter mood","","https://x.com/hashtag/LatestNews?src=hashtag_click","","","https://x.com/mathrubhumieng/status/1987767692535931164","","https://x.com/mathrubhumieng/status/1987767692535931164/analytics","62","https://t.co/MGL7eMBwqa","https://pbs.twimg.com/card_img/1987767692921901056/ZPBTMGYT?format=jpg&name=small","","","",""
"Perspective Poll","https://x.com/perspectiv_poll","https://pbs.twimg.com/profile_images/1974446066742513664/bFwYxvXJ_normal.jpg","https://x.com/perspectiv_poll","@perspectiv_poll","·","10h","Bihar Elections Phase 2: Security Deployment and Border Sealing for November 10, 2025 Polling","#bihar","https://x.com/hashtag/bihar?src=hashtag_click","","#security","https://x.com/hashtag/security?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","","Bihar Elections Phase 2: Security Deployment and Border Sealing for November 10, 2025 Polling","","","","","https://x.com/perspectiv_poll/status/1987766833995530285","","https://x.com/perspectiv_poll/status/1987766833995530285/analytics","16","https://t.co/9V6MtKsPVh","https://pbs.twimg.com/card_img/1987696188863512576/BDg5fKZC?format=jpg&name=small","","","",""
"ORF हिन्दी","https://x.com/orfhindi","https://pbs.twimg.com/profile_images/875607300152582145/AowDdSJh_normal.jpg","https://x.com/orfhindi","@orfhindi","·","11h","जब वोटिंग में उतरा AI — लोकतंत्र हुआ डिजिटल! 
फेक न्यूज़, नफरती भाषण और ध्रुवीकरण पर AI की पैनी नज़र।
क्या भारत भी चुनावों में आर्टिफिशियल इंटेलिजेंस का इस्तेमाल कर सकता है?","#AI","https://x.com/hashtag/AI?src=hashtag_click","","#India","https://x.com/hashtag/India?src=hashtag_click","#Elections","https://x.com/hashtag/Elections?src=hashtag_click","#Democracy","एआई ऑन चुनावी ड्यूटी- अब नफरत पर रोक, शांति को वोट!","","https://x.com/hashtag/Democracy?src=hashtag_click","","","https://x.com/orfhindi/status/1987765097738244310","","https://x.com/orfhindi/status/1987765097738244310/analytics","31","https://t.co/pmzWcdVfy5","https://pbs.twimg.com/card_img/1987764996340912128/Wp5zVkhf?format=jpg&name=small","","","#TechForGood","https://x.com/hashtag/TechForGood?src=hashtag_click"
"Jai Maharashtra News","https://x.com/JaiMaharashtraN","https://pbs.twimg.com/profile_images/1956036712712282112/arBVZwFu_normal.jpg","https://x.com/JaiMaharashtraN","@JaiMaharashtraN","·","11h","Mumbai Civic Elections: मुंबई महानगरपालिका निवडणुकीत ठाकरे-मनसे युती शक्य? आरक्षण सोडतीनंतर होणार सगळंच चित्र स्पष्ट","#RajThackeray","https://x.com/hashtag/RajThackeray?src=hashtag_click","","#MumbaiBMC","https://x.com/hashtag/MumbaiBMC?src=hashtag_click","#elections","https://x.com/hashtag/elections?src=hashtag_click","","","","","","","https://x.com/JaiMaharashtraN/status/1987759833240805811","","https://x.com/JaiMaharashtraN/status/1987759833240805811/analytics","52","https://x.com/JaiMaharashtraN/status/1987759833240805811/photo/1","https://pbs.twimg.com/media/G5XxBxsaMAEKD8o?format=jpg&name=360x360","","","",""
